,Key,Topic,Substance,Class,Document
1392,168_mdma,168,mdma,Entactogens,realized it was losing it magic . since then i have rolled in a very long time and it is something i can move on from . i enjoyed the times
1393,14_cannabis spp.,14,cannabis spp.,Depressant / sedatives,only substance i regularly use . i indulge in cannabis and opiates from placeholder to time as well but not habitually . my first experience with cannabis was not entirely interesting
1394,184_psilocybin mushrooms,184,psilocybin mushrooms,Serotonergic psychedelics,into the ground and close my eyes . the effect is on . surprised how quickly it all happens . i try to explain the vision i see but a tear
1395,12_psilocybin mushrooms,12,psilocybin mushrooms,Serotonergic psychedelics,went far deeper than i ever thought was possible . the experience i came up fast and started to hallucinate about half an hour after eating the mushrooms . i was
1396,246_anadenanthera colubrina,246,anadenanthera colubrina,Serotonergic psychedelics,my extract was not pure free base bufotenine . i hate doing it is so time not being at all satisfied with PERSON PERSON PERSON played around with the free base
1397,46_cannabis spp.,46,cannabis spp.,Depressant / sedatives,notice that my body had this tingling feeling that would start and my toes and slowly go all the way to the tip of my skull and back down to my
1398,34_psilocybin mushrooms,34,psilocybin mushrooms,Serotonergic psychedelics,and although i been too particularly sad lately i did just come out of a long term relationship DATE DATE DATE DATE . i had only smoked weed about four or
1399,0_cannabis spp.,0,cannabis spp.,Depressant / sedatives,was enough for everybody so she lit it up and hit it . it got passed around the four of us for about minutes and so she put it away and
1400,238_dmt,238,dmt,Serotonergic psychedelics,the top plumbing of the urinal . every detail in it is moving smoothly no longer the discrete geometry of outside . i feel a fast rush of euphoria an expanding
1401,218_cannabis spp.,218,cannabis spp.,Depressant / sedatives,high doses reported are errors rather than actual doses used . college was definately a time for me to experiment with a large assortment of drugs . this particular experience is
1402,81_amt,81,amt,Serotonergic psychedelics,at pm on sunday i was still out there . so it lasted a reeaally long time . course i also took a lot . an average dose is mg i
1403,196_cannabis spp.,196,cannabis spp.,Depressant / sedatives,i sat back down in my chair and glanced at my cellphone again but the time still said pm . now i was starting to freak out and i went in
1404,142_2c-e,142,2c-e,Serotonergic psychedelics,capsule . he happened to say this after i took minutes into watching this adventure time my friend grows scared and decides to take a shower . he is currently saying
1405,261_psilocybin mushrooms,261,psilocybin mushrooms,Serotonergic psychedelics,the proper divinatory device that would banish a glamour that had taken him out of time . finding nothing to aid me in this endeavor i became convinced that my own
1406,163_dmt,163,dmt,Serotonergic psychedelics,third attempt i was looking up the river and saw a big yellow tall ft long millipede working is self down the valley . the valley was filled with tall green
1407,7_cannabis spp.,7,cannabis spp.,Depressant / sedatives,always good though i still think my first placeholder was the best . i no longer felt depressed instead i was excited about what DATE DATE DATE might bring . one
1408,166_cannabis spp.,166,cannabis spp.,Depressant / sedatives,and pulled some more . i had taken way to big a hit way to fast in placeholder i coughed like a little cough cough cough my god man you took
1409,266_dob,266,dob,Serotonergic psychedelics,tripping than to the dox substance the chicken again . now it was really the time to shape up and make myself enjoy this visual spectacle . i wanted reassurance that
1410,57_cannabis spp.,57,cannabis spp.,Depressant / sedatives,so especially if i want to make edibles firecrackers . no method i tried hit fast enough to be worth the time effort . if it takes minutes to make a
1411,52_2c-c,52,2c-c,Serotonergic psychedelics,began and had no effect on the viewing of the movie . the final ending time was making the duration hours . i finished up the rest of my evening in
1412,121_mephedrone,121,mephedrone,Entactogens,effect similar to over the counter mouth ulcer gels . colour enhancement definitely present and quickly focusing eyes when looking at something new is difficult similar visuals to dxm but more
1413,145_doc,145,doc,Serotonergic psychedelics,for mescaline . i would note that unlike many other pea this compound is overtly speedy . something i have felt with the series . where the come up feels more
1414,158_cannabis spp.,158,cannabis spp.,Depressant / sedatives,. a moment later i got a sudden rush of energy i literally ran as fast as i could to my dorm even though it was really cold about degrees .
1415,171_mephedrone,171,mephedrone,Entactogens,the best highs i can get from mephedrone alone and is perfect if i can time it up so it hits right when a favorite song is going to come on
1416,37_cannabis spp.,37,cannabis spp.,Depressant / sedatives,had i eaten something i would not peaked as harshly and the high would lasted longer . while i had gotten high on other substances prior to this escapade i was
1417,5_dob,5,dob,Serotonergic psychedelics,i have read about though to combat this trip was more in line with the time duration i have read about . combining my research trip duration and the fact that
1418,27_25i-nbome,27,25i-nbome,Serotonergic psychedelics,same ' and having vivid and disgusting hallucinations . i am existing in at least timelines at the same ' and having vivid and disgusting hallucinations . one of the timelines
1419,4_argyreia nervosa,4,argyreia nervosa,Serotonergic psychedelics,he was getting angry with me because i was in the pool and not spending time with him . but i was tripping to bad to care . when he was
1420,250_dmt,250,dmt,Serotonergic psychedelics,hit with dmt . i had not used any for DATE DATE and during that period i had begun to get more anxious about trying it again . not that my
1421,139_cannabis spp.,139,cannabis spp.,Depressant / sedatives,my relaxed laid back joking normal self . the person i had been in a long time due to family stress and my stupid ' i love you too ' i
1422,127_argyreia nervosa,127,argyreia nervosa,Serotonergic psychedelics,here that i started wigging . the nitrous felt like it was lingering way to long . when i had it on the amt i felt the peak effects of and
1423,39_cannabis spp.,39,cannabis spp.,Depressant / sedatives,a very strange effect took place and it seemed to me almost deja that i passed those trees already and was doing it again . time did matter anymore and i
