,Topic Nr,Topic,Substance,Class,Document
10089,3,003 - heart - rate - body,mdma,Entactogens,"...through my body . not too intense at first . i feel my heart beat fast , but either i do notice , or it only speeds up once or twice... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=77282#:~:text=through%20my%20body.,once%20or%20twice>URL</a>)"
10093,3,003 - heart - rate - body,mdma,Entactogens,"...was going to go crazy but nothing happened , besides a raise in my heart rate . i was really surprised . i thought i was going to go crazy but... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=103073#:~:text=was%20going%20to,go%20crazy%20but>URL</a>)"
10117,3,003 - heart - rate - body,mdma,Entactogens,".... i dead , i died . he is gon na realize i have just passed away . what will my son do without me alas he finds my pulse on... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=89621#:~:text=.%20I%20dead,,my%20pulse%20on>URL</a>)"
10119,3,003 - heart - rate - body,mdma,Entactogens,"..., my body felt shaky , gum smacking with my uncontrollable jaws , heart beating faster than ever felt before . talking on the phone on the rest of the way... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=31686#:~:text=,%20my%20body,of%20the%20way>URL</a>)"
10134,3,003 - heart - rate - body,mdma,Entactogens,"...well being flooded my body . i feel a slight rush , my heartbeat is quicker , my sweaty and color is intensified . my legs began to feel tingly at... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=10721#:~:text=well%20being%20flooded,feel%20tingly%20at>URL</a>)"
10135,3,003 - heart - rate - body,mdma,Entactogens,"..., but i was a little i feeling anything for awhile . the onset began slowly at first . i noticed as i was dancing that my skin felt when i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=100641#:~:text=,%20but%20I,felt%20when%20i>URL</a>)"
10140,3,003 - heart - rate - body,mdma,Entactogens,"...went to the gym for a bit . my workout was sluggish , my heart rate at resistance was bpm . usually resistance is set at and heart rate is at... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=96315#:~:text=went%20to%20the,rate%20is%20at>URL</a>)"
5005,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...have a large amount of chemicals in my system , i also noticed my heart rate was incredibly high , but i care , it felt way too good . i... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=88636#:~:text=have%20a%20large,too%20good.%20i>URL</a>)"
5060,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...but there is also something else a heavy head and mild euphoria . my heart rate by PLACEHOLDER PLACEHOLDER was bpm . as the effects were not very strong i decided... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=76768#:~:text=but%20there%20is,strong%20I%20decided>URL</a>)"
5073,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...rather than hot flashes still feel happy though , opened door to get some fresh time going very slowly now , even with door open i know i am cold but... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=85212#:~:text=rather%20than%20hot,am%20cold%20but>URL</a>)"
5091,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...took my pulse and found that it had rocketed . normally i have quite a slow rate at about bpm but now as i timed it i was afraid to finish... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=83517#:~:text=took%20my%20pulse,afraid%20to%20finish>URL</a>)"
5096,3,003 - heart - rate - pulse,mephedrone,Entactogens,"..., just started , second hit now waining . feeling much as before , no longer getting waves of hits but mind still active and alert . muscles feel tired from... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=83806#:~:text=,%20just%20started,,feel%20tired%20from>URL</a>)"
5097,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...my chest was still hurting and my heart was still being forced to beat too fast but i trusted i would be the next morning and my chest still feels uncomfortable... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=83517#:~:text=my%20chest%20was,still%20feels%20uncomfortable>URL</a>)"
5100,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...soon , decreases the amount leaving more for later , and if it decreases the duration then i do t resting hr now . palpitations , mild enough to ignore .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=88574#:~:text=soon,%20decreases%20the,enough%20to%20ignore.>URL</a>)"
5106,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...i am mentally and physically exhausted . bpm is at fell asleep . from the time of my last dose you can see how is not as harsh on the comedown... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=90083#:~:text=i%20am%20mentally,on%20the%20comedown>URL</a>)"
5108,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...i suddenly became slightly concerned for other side effects . my pulse was measuring a steady bpm , which is much higher than a normal resting pulse but well below danger... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81410#:~:text=i%20suddenly%20became,well%20below%20danger>URL</a>)"
5109,3,003 - heart - rate - pulse,mephedrone,Entactogens,"...of a sweet . a peppermint completely masked the taste of the t tachycardia , rate around while hrs post oral dose , minutes post PERSON redose , starting to feel...- TBS:1.0  (NO URL)"
5006,3,003 - heart - rate - pulse,methylone,Entactogens,"...but it would not have been worth the potential health risks . a resting heart rate of over is serious even for the young and healthy . please everyone test and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=but%20it%20would,everyone%20test%20and>URL</a>)"
5008,3,003 - heart - rate - pulse,methylone,Entactogens,"...has returned to my normal range . also reports a similar reduction in his heart rate . the ketamine appears to have returned our hearts to normal operation i wo pretend... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=has%20returned%20to,I%20wo%20pretend>URL</a>)"
5009,3,003 - heart - rate - pulse,methylone,Entactogens,"...a larger but unknown amount via the same method . immediately i notice my heart rate has gone down . i check it again and it has returned to my normal... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=a%20larger%20but,to%20my%20normal>URL</a>)"
5010,3,003 - heart - rate - pulse,methylone,Entactogens,"...for me , but definitely in a safe range again . reports a resting heart rate of about which he believes in just above normal for him . we decide we... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=for%20me,%20but,we%20decide%20we>URL</a>)"
5015,3,003 - heart - rate - pulse,methylone,Entactogens,"...each cup under the same reasoning and return to the living t reports his heart rate has subsided to around . we drink our tea while discussing the effects of the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=each%20cup%20under,effects%20of%20the>URL</a>)"
5016,3,003 - heart - rate - pulse,methylone,Entactogens,"...so he can lie down and practice deep breathing . he records his own heart rate at as he begins deep breathing exercises . i decide to go prepare some tea... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=so%20he%20can,prepare%20some%20tea>URL</a>)"
5021,3,003 - heart - rate - pulse,methylone,Entactogens,"..., continuing to hold my fingers to my neck and feel for any changes in pace . i notice some slight arrhythmia . instead of the usual bump bump i feel... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=,%20continuing%20to,bump%20I%20feel>URL</a>)"
5027,3,003 - heart - rate - pulse,methylone,Entactogens,"...right now . like everything is clicking together perfectly . pulse dropping to normal range quickly currently . i think the spike in heart rate was just a autonomic nervous system... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=91178#:~:text=right%20now.%20like,autonomic%20nervous%20system>URL</a>)"
5028,3,003 - heart - rate - pulse,methylone,Entactogens,"...to be mentally clear , open , wonderful feeling . just worried about my heart rate . i guess not that bad since this is a stimulant but if it hits... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=91178#:~:text=to%20be%20mentally,if%20it%20hits>URL</a>)"
5045,3,003 - heart - rate - pulse,methylone,Entactogens,"...experiencing any shortness of breath or pain but am fighting some anxiety about my heart rate . i lie down on my back on the couch and practice deep abdominal breathing... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=105042#:~:text=experiencing%20any%20shortness,deep%20abdominal%20breathing>URL</a>)"
1043,4,004 - trip - trips - bad,1p-lsd,Serotonergic psychedelics,"...as childhood trauma . the describes the immediate external circumstances of the trip , the time , the location , the people present , the activities etc . my overall set... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116032#:~:text=as%20childhood%20trauma.,my%20overall%20set>URL</a>)"
2261,4,004 - trip - trips - bad,1p-lsd,Serotonergic psychedelics,"...hours in it was hard to tell how much the effects we heard phasing , slowing down , etc were on the record or an effect of the trip . their... - TBS:0.846  (<a href=https://erowid.org/experiences/exp.php?ID=108698#:~:text=hours%20in%20it,the%20trip.%20their>URL</a>)"
2378,4,004 - trip - trips - bad,1p-lsd,Serotonergic psychedelics,"...my journey . . fourth trip , end of before the fourth trip , the time span that had passed since the last one was much greater than the previous ones... - TBS:0.827  (<a href=https://erowid.org/experiences/exp.php?ID=116032#:~:text=my%20journey..%20fourth,the%20previous%20ones>URL</a>)"
2890,4,004 - trip - trips - bad,1p-lsd,Serotonergic psychedelics,"...also not fully realized following my first trip , largely because for most of the time before my second trip i was not fully done with my studies as a result... - TBS:0.699  (<a href=https://erowid.org/experiences/exp.php?ID=116032#:~:text=also%20not%20fully,as%20a%20result>URL</a>)"
3144,4,004 - trip - trips - bad,1p-lsd,Serotonergic psychedelics,"...i was not dead . i must have been outside no more than minutes and quickly came back . by PLACEHOLDER PLACEHOLDER it was and the intensity of the trip was... - TBS:0.64  (<a href=https://erowid.org/experiences/exp.php?ID=115840#:~:text=i%20was%20not,the%20trip%20was>URL</a>)"
826,4,004 - trip - trips - bad,25i-nbome,Serotonergic psychedelics,"...the trip the ill physical feelings i had been having had subsided . i no longer felt that i was losing control of my body and i was actually able to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=104613#:~:text=the%20trip%20the,actually%20able%20to>URL</a>)"
1238,4,004 - trip - trips - bad,25i-nbome,Serotonergic psychedelics,"...considering the visuals i was still having in he morning , this places my trip duration at around hours long , far longer than any trip i had ever had with... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97404#:~:text=considering%20the%20visuals,ever%20had%20with>URL</a>)"
1364,4,004 - trip - trips - bad,25i-nbome,Serotonergic psychedelics,".... the rest of the trip is hard to describe , because i had several periods during it , so some of this is from dane recollection . somehow i had... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=100170#:~:text=.%20the%20rest,somehow%20I%20had>URL</a>)"
1369,4,004 - trip - trips - bad,25i-nbome,Serotonergic psychedelics,"...somewhat vague answers that he thought it was middling sort of visual , not too speedy , lasted about hours , nothing too intense . expecting a fairly mild trip but... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=100170#:~:text=somewhat%20vague%20answers,mild%20trip%20but>URL</a>)"
