,Topic Nr,Topic,Substance,Class,Document
9037,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...and some really cute tiny frogs . i sat down and , before minutes had passed , my head felt a bit heavy . then i started feeling mild nausea and... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=109816#:~:text=and%20some%20really,mild%20nausea%20and>URL</a>)"
9070,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...later i not sure because after a certain point i lost absolutely all conception of time that my stomach began to feel a little queasy and i began getting paranoid .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=16141#:~:text=later%20I%20not,began%20getting%20paranoid.>URL</a>)"
9089,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...allow myself to relax and observe any changes in perception . nausea began to hit fast , and i soon begin to feel both physically and mentally very uncomfortable . there... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=53394#:~:text=allow%20myself%20to,very%20uncomfortable.%20there>URL</a>)"
9092,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...of people , of whom i am very comfortable with , the feeling of nausea slowly weakend and my mind was more interested in reading what they had to say .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=53109#:~:text=of%20people,%20of,had%20to%20say.>URL</a>)"
9108,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...deeply for past trauma reasons . another wave of euphoria came at in . nausea slowly ramped up to levels that were reasonably unpleasant a gave me a ginger candy to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=115110#:~:text=deeply%20for%20past,ginger%20candy%20to>URL</a>)"
9183,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...near by friends flat where they managed to calm me down . through out this period i am vomiting randomly and crossing between fine and tripping to panic stricken and hours... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=39860#:~:text=near%20by%20friends,stricken%20and%20hours>URL</a>)"
9187,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...my knees would stay straight , and i better be heading back home . nausea quickly got the better of me in another minutes and i threw up just a little... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=98892#:~:text=my%20knees%20would,just%20a%20little>URL</a>)"
9222,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...feelings of nausea did appear once in a while , but they lasted only for short the peak of the trip had evidently passed . i still had some hallucinations ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=2086#:~:text=feelings%20of%20nausea,had%20some%20hallucinations,>URL</a>)"
9289,11,011 - nausea - sick - vomit,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...substance could intensify the within seconds after inhalation , i felt my body sensations changing rapidly . all nausea was swept away and replaced by deep , vibrations throughout my body... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=5531#:~:text=substance%20could%20intensify,throughout%20my%20body>URL</a>)"
9754,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...real , i was in awe . after a few minutes it stopped and i slowly came down to baseline . i had to get some air so i stepped outside... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=95444#:~:text=real,%20I%20was,I%20stepped%20outside>URL</a>)"
9786,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...spread across the ground slightly before snapping back to normal . everything around me was slow . i told my friend of how great i thought the visuals were . he... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=79622#:~:text=spread%20across%20the,visuals%20were.%20he>URL</a>)"
9802,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...you do this kind of jumps , you will be in the air for a long time . either it can go well and be unbelievable or it can go differently... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=116350#:~:text=you%20do%20this,can%20go%20differently>URL</a>)"
9864,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,...had to jump . i saw the distance and height and stopped running just in time . the ORG stopped . then almost perfect cue i jumped across the gap over...- TBS:1.0  (NO URL)
9897,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...land and i could hear the bongo beat in the back constantly growing louder and faster then i reached this spot where i had to jump . i saw the distance... - TBS:0.957  (<a href=https://erowid.org/experiences/exp.php?ID=92014#:~:text=land%20and%20I,saw%20the%20distance>URL</a>)"
9898,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,".... it like on a bike . i have been riding a bike for a long time and i can say that i can easily do the small jumps . but... - TBS:0.957  (<a href=https://erowid.org/experiences/exp.php?ID=116350#:~:text=.%20it%20like,small%20jumps.%20but>URL</a>)"
9917,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...bounced into a confined space . like the effect of something forming into something else quickly , and it jiggles into place , a movement is the best way i can... - TBS:0.905  (<a href=https://erowid.org/experiences/exp.php?ID=112396#:~:text=bounced%20into%20a,way%20I%20can>URL</a>)"
9929,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...fixed directly out in front of him . i was now in front of the slowly moving throne and after a few more slower revolutions it slowly came to a halt... - TBS:0.873  (<a href=https://erowid.org/experiences/exp.php?ID=88241#:~:text=fixed%20directly%20out,to%20a%20halt>URL</a>)"
9946,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...moving everywhere , all at different speeds . i sunk deeper and deeper into the clock , until i could see the clack surface any more . i was falling through... - TBS:0.828  (<a href=https://erowid.org/experiences/exp.php?ID=19872#:~:text=moving%20everywhere,%20all,was%20falling%20through>URL</a>)"
9949,11,011 - stuck - backwards - loop,_ DMT (Own graph & topics),Serotonergic psychedelics,"...the wave was forwards as i was looking backwards . movements in general felt very rapid , as if it took no effort at all . there were some aspects of... - TBS:0.816  (<a href=https://erowid.org/experiences/exp.php?ID=44152#:~:text=the%20wave%20was,some%20aspects%20of>URL</a>)"
4978,11,011 - vision - eyes - focus,3-meo-pcp,Dissociative psychedelics,"...see anything . i could only lay in darkness and hope that it would end shortly . after about more hours of this i finally managed to get to sleep and... - TBS:0.572  (<a href=https://erowid.org/experiences/exp.php?ID=101857#:~:text=see%20anything.%20I,to%20sleep%20and>URL</a>)"
4696,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...one from the other , but none in between . like blinking my eyes as fast as i can while . along with this whole distortion effect , i felt as... - TBS:0.912  (<a href=https://erowid.org/experiences/exp.php?ID=61136#:~:text=one%20from%20the,I%20felt%20as>URL</a>)"
4722,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...that flash in front of your eyes . like your brain process what you see fast enough . twitches increased frequency . i told my sitter weird i feel the twitch... - TBS:0.885  (<a href=https://erowid.org/experiences/exp.php?ID=85825#:~:text=that%20flash%20in,feel%20the%20twitch>URL</a>)"
4802,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,".... my vision was also strange , patterns were swirling around but not in the slow gentle spiraling fashion i had experienced on other drugs . these visuals were a fast... - TBS:0.819  (<a href=https://erowid.org/experiences/exp.php?ID=37239#:~:text=.%20my%20vision,were%20a%20fast>URL</a>)"
4868,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...eyes as if i did have glasses . inside the car , looking at the clock , i was fine much further than that , and it was fuzzy . this... - TBS:0.764  (<a href=https://erowid.org/experiences/exp.php?ID=5324#:~:text=eyes%20as%20if,was%20fuzzy.%20this>URL</a>)"
4895,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...oev although i noticed a certain shimmering to everything again , nothing major no pupil dilation , but sense is still no nausea soft music is on slept intermittently for noticed... - TBS:0.736  (<a href=https://erowid.org/experiences/exp.php?ID=106919#:~:text=oev%20although%20I,intermittently%20for%20noticed>URL</a>)"
4903,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...like the peak of my first two experiences with the tea which seemed to start faster . hours my vision is starting to get real fuzzy , even though i have... - TBS:0.725  (<a href=https://erowid.org/experiences/exp.php?ID=6729#:~:text=like%20the%20peak,though%20I%20have>URL</a>)"
4905,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...i could barely make out the objects in my field of vision . they were slowly disappearing on me . suddenly the negative of profuse sweating and extreme salivation began to... - TBS:0.72  (<a href=https://erowid.org/experiences/exp.php?ID=87567#:~:text=i%20could%20barely,salivation%20began%20to>URL</a>)"
4946,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...my vision was still not back to , but i could defintely see it was slowly coming back . i ate the food with pleasure and comfort . i eagerly anticipated... - TBS:0.661  (<a href=https://erowid.org/experiences/exp.php?ID=11983#:~:text=my%20vision%20was,I%20eagerly%20anticipated>URL</a>)"
4961,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...closed , when colorful scenes displaced each other in a manner that reminded me of rapidly changing tv channels . after about two hours of this , i opened my eyes... - TBS:0.623  (<a href=https://erowid.org/experiences/exp.php?ID=12889#:~:text=closed,%20when%20colorful,opened%20my%20eyes>URL</a>)"
4962,11,011 - vision - eyes - focus,amanita muscaria,Dissociative psychedelics,"...in my head . these powerful deep electrical surges began to intenify as the hour passed . powerful enough that focusing of the eyes was impossible . i could not read... - TBS:0.623  (<a href=https://erowid.org/experiences/exp.php?ID=7332#:~:text=in%20my%20head.,could%20not%20read>URL</a>)"
4198,11,011 - vision - eyes - focus,dxm,Dissociative psychedelics,"...one eye helped put things back in focus but i could keep that up for long . mostly just kept my eyes shut . the closed eye visuals were spectacular .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=9943#:~:text=one%20eye%20helped,visuals%20were%20spectacular.>URL</a>)"
4253,11,011 - vision - eyes - focus,dxm,Dissociative psychedelics,...had the weird strobe effect with my vision . kind of like watching an old time i tried to sit down and read some ORG articles on erowid but my eyes...- TBS:1.0  (NO URL)
4271,11,011 - vision - eyes - focus,dxm,Dissociative psychedelics,"...i did care unless they were standing right in front of my vision shifted like slowly advancing frames of a film . i focused on an object , becoming one with... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=6167#:~:text=i%20did%20care,becoming%20one%20with>URL</a>)"
